aphia_id,species,sex,spatial_scale,ices_stock,ices_area,time_period,sample_size,l25_cm,l25_se_cm,l25_ci_lower_cm,l25_ci_upper_cm,l50_cm,l50_se_cm,l50_ci_lower_cm,l50_ci_upper_cm,l75_cm,l75_se_cm,l75_ci_lower_cm,l75_ci_upper_cm,model_auc,model_tjur_r2
126425,Sprattus sprattus,F,Stock,Sprattus_sprattus_spr.27.22-32,NA,2000-2004,338,9.05,0.4,8.22,9.7,10.43,0.26,10.01,10.86,11.81,0.2,11.45,12.19,0.83,0.27
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,2000-2004,136,13.7,0.82,11.89,15.1,15.47,0.59,14.14,16.49,17.24,0.8,15.39,18.55,0.96,0.64
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,2000-2004,123,13.92,0.39,13.28,14.91,14.29,0.33,13.85,14.96,14.66,0.38,14.01,15.11,1,0.9
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,2005-2009,3553,16.11,0.56,14.87,17.03,25.5,0.4,24.6,26.18,34.89,0.44,33.99,35.58,0.84,0.33
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,2005-2009,2688,17.79,0.66,16.47,18.91,28.13,0.5,27.27,29,38.48,0.6,37.41,39.68,0.87,0.36
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,2005-2009,20408,14.52,0.24,14.06,14.93,20.98,0.15,20.7,21.27,27.45,0.12,27.25,27.68,0.84,0.26
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,2005-2009,21446,18.26,0.24,17.82,18.68,25.9,0.14,25.61,26.15,33.54,0.14,33.28,33.76,0.86,0.33
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,2005-2009,1625,25.38,0.5,24.45,26.25,34,0.56,32.99,35.05,42.62,0.85,41.1,44.1,0.86,0.37
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,2005-2009,1445,33.99,0.77,32.58,35.44,44.19,0.85,42.66,45.8,54.39,1.21,52.34,56.8,0.86,0.37
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.46a7d20,NA,2005-2009,5337,37.14,0.34,36.5,37.77,46.92,0.37,46.22,47.6,56.71,0.56,55.8,57.72,0.88,0.43
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,2005-2009,5639,37.78,0.44,37.03,38.66,49.31,0.42,48.48,50.01,60.83,0.58,59.77,61.79,0.87,0.4
126425,Sprattus sprattus,F,Stock,Sprattus_sprattus_spr.27.22-32,NA,2005-2009,791,6.12,0.47,5.2,6.94,7.58,0.34,6.84,8.1,9.03,0.24,8.48,9.33,0.83,0.17
126425,Sprattus sprattus,M,Stock,Sprattus_sprattus_spr.27.22-32,NA,2005-2009,668,6.42,0.49,5.14,7.09,7.53,0.34,6.64,8.02,8.65,0.21,8.11,9.01,0.85,0.18
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2425,NA,2005-2009,2660,10.08,0.8,8.55,11.4,13.23,0.61,12.09,14.29,16.37,0.47,15.37,17.23,0.95,0.21
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bzq.27.2425,NA,2005-2009,1611,11.69,0.64,10.21,12.84,13.63,0.47,12.67,14.49,15.58,0.33,14.95,16.15,0.91,0.23
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2005-2009,3675,9.69,0.6,8.74,10.75,15.49,0.33,14.86,16.12,21.3,0.24,20.74,21.64,0.73,0.14
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2005-2009,4854,16.05,0.3,15.48,16.67,20.9,0.21,20.52,21.34,25.75,0.18,25.48,26.18,0.83,0.3
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.20-24,NA,2005-2009,5033,21.64,0.1,21.46,21.84,23.85,0.09,23.65,24.02,26.06,0.13,25.8,26.29,0.91,0.44
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.20-24,NA,2005-2009,3917,21.29,0.11,21.09,21.48,23.35,0.11,23.13,23.54,25.42,0.14,25.15,25.64,0.9,0.45
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,2005-2009,861,11.46,0.33,10.83,12.06,12.52,0.27,11.97,13,13.58,0.27,13.05,14.08,0.99,0.65
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,2005-2009,563,10.12,0.4,9.39,10.93,11.02,0.33,10.46,11.7,11.91,0.33,11.3,12.51,0.99,0.72
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.420,NA,2005-2009,7980,22.73,0.13,22.52,22.96,26.5,0.11,26.27,26.71,30.27,0.14,29.98,30.51,0.91,0.52
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.420,NA,2005-2009,5765,19.02,0.15,18.75,19.27,23.69,0.14,23.35,23.95,28.35,0.21,27.88,28.75,0.84,0.33
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,2010-2014,3700,16.02,0.5,15.08,16.93,23.69,0.32,23.1,24.26,31.36,0.32,30.7,31.86,0.85,0.33
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,2010-2014,2800,18.65,0.58,17.61,19.89,27.96,0.41,27.11,28.64,37.28,0.56,36.2,38.27,0.85,0.36
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,2010-2014,14759,12.79,0.38,12.06,13.52,18.17,0.24,17.74,18.65,23.54,0.14,23.3,23.81,0.85,0.25
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,2010-2014,16278,14.87,0.28,14.35,15.38,21.71,0.19,21.34,22.05,28.55,0.17,28.29,28.86,0.87,0.29
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,2010-2014,1544,25.38,0.93,23.58,27.21,41.89,1.02,39.79,43.68,58.4,1.86,55.47,61.94,0.76,0.18
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,2010-2014,1682,15.97,1.02,14.31,18.01,30.8,0.76,29.67,32.54,45.63,1.44,43.44,48.9,0.74,0.16
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.46a7d20,NA,2010-2014,5576,38.67,0.38,37.93,39.25,48.91,0.37,48.16,49.56,59.14,0.53,58.11,60.19,0.88,0.42
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,2010-2014,5728,42.85,0.37,42.32,43.66,52.52,0.35,51.92,53.22,62.18,0.47,61.31,63.14,0.9,0.49
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2010-2014,9734,12,0.34,11.34,12.61,16.79,0.23,16.31,17.21,21.57,0.16,21.21,21.87,0.84,0.22
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,2010-2014,2409,11.51,0.29,11,12.11,13.4,0.23,12.96,13.8,15.29,0.2,14.92,15.63,0.97,0.53
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,2010-2014,1355,9.87,0.34,9.18,10.47,11.14,0.25,10.64,11.59,12.4,0.21,12.04,12.79,0.97,0.5
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bzq.27.2425,NA,2010-2014,2255,13.33,0.37,12.68,14.05,14.77,0.26,14.33,15.24,16.2,0.19,15.81,16.56,0.96,0.48
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2425,NA,2010-2014,3838,12.53,0.36,11.74,13.2,14.54,0.25,13.99,14.97,16.55,0.2,16.11,16.87,0.98,0.44
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bzq.27.2628,NA,2010-2014,4749,10.45,0.74,8.97,11.48,12.35,0.56,11.15,13.11,14.25,0.4,13.32,14.88,0.94,0.19
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2628,NA,2010-2014,5765,9.23,0.67,7.87,10.37,12.59,0.5,11.64,13.47,15.94,0.36,15.22,16.58,0.92,0.19
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bwp.27.2729-32,NA,2010-2014,703,13.67,0.72,11.74,14.65,14.84,0.53,13.4,15.49,16.01,0.37,15.05,16.53,0.95,0.3
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bwp.27.2729-32,NA,2010-2014,591,16.36,0.53,15.14,17.12,17.49,0.38,16.68,18.01,18.61,0.3,17.9,19.09,0.98,0.5
127160,Solea solea,F,Stock,Solea_solea_sol.27.20-24,NA,2010-2014,111,17.57,1.85,13.46,21,20.82,1.23,17.97,23.02,24.06,0.97,22.06,25.89,0.87,0.34
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.20-24,NA,2010-2014,3505,21.8,0.12,21.54,21.98,24.16,0.1,23.96,24.35,26.53,0.14,26.29,26.81,0.87,0.42
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.20-24,NA,2010-2014,5627,22.46,0.09,22.29,22.63,24.41,0.08,24.25,24.56,26.36,0.12,26.15,26.53,0.93,0.51
127150,Scophthalmus rhombus,F,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,2010-2014,166,17.03,1.63,13.91,20.09,22.46,1.23,19.75,24.52,27.9,1.28,25.43,30.04,0.83,0.31
127150,Scophthalmus rhombus,M,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,2010-2014,142,16.54,1.18,13.97,18.23,20.31,0.85,18.61,21.85,24.07,1.16,22.08,25.98,0.9,0.55
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.420,NA,2010-2014,8097,20.34,0.16,20.06,20.64,25.18,0.11,24.98,25.38,30.02,0.12,29.75,30.25,0.86,0.41
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.420,NA,2010-2014,7120,13.9,0.2,13.54,14.27,19.38,0.14,19.13,19.64,24.86,0.18,24.54,25.19,0.8,0.29
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.3a,NA,2010-2014,917,22.94,0.36,22.22,23.63,27.3,0.4,26.54,28.06,31.65,0.59,30.52,32.78,0.86,0.36
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.3a,NA,2010-2014,604,20.33,0.5,19.42,21.22,25.44,0.66,24.35,27,30.54,1.1,28.78,32.86,0.79,0.21
127136,Glyptocephalus cynoglossus,F,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,2010-2014,888,29.49,0.65,28.17,30.64,38.56,0.89,36.92,40.2,47.64,1.59,44.55,50.75,0.71,0.12
126441,Pollachius virens,M,Stock,Pollachius_virens_pok.27.3a46,NA,2010-2014,2393,42.84,0.46,41.97,43.68,50.64,0.43,49.79,51.48,58.43,0.57,57.26,59.41,0.87,0.43
126484,Merluccius merluccius,F,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,2010-2014,1300,43.55,0.67,42.16,44.75,52.07,0.7,50.64,53.32,60.58,0.99,58.68,62.42,0.92,0.58
126484,Merluccius merluccius,M,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,2010-2014,1188,31.4,0.4,30.83,32.24,36.1,0.42,35.42,37.06,40.8,0.6,39.76,41.94,0.93,0.56
126441,Pollachius virens,F,Stock,Pollachius_virens_pok.27.3a46,NA,2010-2014,2062,45.6,0.46,44.79,46.49,52.07,0.42,51.41,52.88,58.54,0.55,57.51,59.53,0.91,0.52
126437,Melanogrammus aeglefinus,F,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,2010-2014,10925,23.5,0.12,23.21,23.66,26.49,0.1,26.28,26.65,29.48,0.11,29.24,29.68,0.95,0.63
126437,Melanogrammus aeglefinus,M,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,2010-2014,9274,19.16,0.12,18.93,19.37,22.17,0.08,21.99,22.31,25.18,0.1,24.98,25.34,0.94,0.56
127136,Glyptocephalus cynoglossus,M,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,2010-2014,605,22.35,0.59,21.23,23.39,27.78,0.39,27.07,28.44,33.21,0.64,32.09,34.33,0.77,0.22
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,2015-2019,11421,14.83,0.25,14.42,15.34,18.12,0.17,17.85,18.46,21.41,0.14,21.14,21.64,0.95,0.44
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,2015-2019,11697,13.28,0.31,12.67,13.86,15.98,0.19,15.64,16.38,18.67,0.11,18.48,18.9,0.94,0.43
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,2015-2019,2056,14.09,1.17,11.67,16.06,31.84,0.7,30.55,33.15,49.58,1.39,47.18,52.01,0.8,0.24
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,2015-2019,3119,11.52,1.38,8.43,13.83,23.22,0.63,21.55,24.27,34.91,0.62,33.64,35.97,0.81,0.25
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,2015-2019,1610,17.69,0.94,15.48,19.2,29.71,0.58,28.7,30.81,41.73,1.12,40.01,44.12,0.86,0.34
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,2015-2019,1329,29.9,0.86,28.24,31.76,40.92,0.72,39.93,42.52,51.95,0.9,50.51,53.66,0.9,0.48
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,2015-2019,6069,40.35,0.46,39.62,41.32,53.99,0.44,53.35,54.89,67.63,0.61,66.73,68.86,0.85,0.37
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.46a7d20,NA,2015-2019,5899,36.7,0.41,35.96,37.41,48.14,0.4,47.48,48.87,59.59,0.55,58.64,60.64,0.86,0.39
126484,Merluccius merluccius,M,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,2015-2019,1905,28.54,0.34,27.88,29.26,33.5,0.31,32.96,34.18,38.46,0.51,37.49,39.3,0.92,0.54
126484,Merluccius merluccius,F,Stock,Merluccius_merluccius_hke.27.3a46-8abd,NA,2015-2019,1942,34.16,0.75,32.9,35.54,45.65,0.68,44.34,46.89,57.14,0.93,55.52,58.83,0.86,0.41
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2015-2019,12643,9.43,0.31,8.85,9.94,14.26,0.2,13.87,14.6,19.09,0.14,18.83,19.36,0.84,0.21
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.420,NA,2015-2019,5806,14.12,0.17,13.82,14.44,18.75,0.14,18.46,19,23.37,0.21,22.96,23.77,0.83,0.36
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.420,NA,2015-2019,7538,19.01,0.15,18.62,19.28,23.53,0.13,23.21,23.73,28.05,0.17,27.71,28.35,0.88,0.46
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,2015-2019,1537,9.4,0.38,8.62,10.04,11.17,0.26,10.69,11.65,12.94,0.21,12.5,13.33,0.95,0.43
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,2015-2019,2538,12.44,0.2,12.03,12.77,14.28,0.15,13.92,14.5,16.12,0.17,15.78,16.36,0.96,0.57
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.3a4,NA,2015-2019,500,7.69,1.28,5.22,9.34,11.56,0.75,10.16,12.55,15.42,0.45,14.48,16.1,0.72,0.13
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.3a4,NA,2015-2019,775,7.33,1.47,4.19,9.76,10.96,0.97,8.97,12.41,14.59,0.57,13.35,15.3,0.8,0.16
127141,Platichthys flesus,M,Stock,Platichthys_flesus_bzq.27.2425,NA,2015-2019,2189,13.83,0.35,13.13,14.41,15.09,0.26,14.6,15.49,16.36,0.2,15.99,16.71,0.96,0.4
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2425,NA,2015-2019,3804,11.75,0.54,10.61,12.74,13.69,0.42,12.83,14.48,15.64,0.33,14.96,16.24,0.97,0.33
127160,Solea solea,F,Stock,Solea_solea_sol.27.20-24,NA,2015-2019,145,14.17,2.4,8.86,17.49,18.21,1.72,14.1,20.53,22.24,1.36,19.43,24.57,0.83,0.29
127160,Solea solea,M,Stock,Solea_solea_sol.27.20-24,NA,2015-2019,140,11.64,2.49,5.41,15.07,16.52,1.46,12.77,18.73,21.4,1.1,19.34,23.31,0.74,0.18
127150,Scophthalmus rhombus,F,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,2015-2019,278,21.89,0.89,20.45,23.56,24.88,0.64,23.71,26.13,27.86,0.68,26.73,29.02,0.94,0.54
127150,Scophthalmus rhombus,M,Stock,Scophthalmus_rhombus_bll.27.3a47de,NA,2015-2019,234,13.33,1.96,8.9,16.65,18.34,1.18,15.86,20.37,23.36,0.82,21.62,24.89,0.8,0.29
127023,Scomber scombrus,F,Stock,Scomber_scombrus_mac.27.nea,NA,2015-2019,3236,24.75,0.15,24.51,25.07,26.89,0.12,26.69,27.11,29.02,0.13,28.79,29.28,0.94,0.63
127023,Scomber scombrus,M,Stock,Scomber_scombrus_mac.27.nea,NA,2015-2019,3447,25.81,0.15,25.51,26.1,27.81,0.11,27.6,28.03,29.81,0.11,29.62,30.05,0.95,0.66
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.20-24,NA,2015-2019,6444,20.8,0.1,20.61,20.98,23.32,0.09,23.15,23.5,25.85,0.13,25.64,26.12,0.89,0.45
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.20-24,NA,2015-2019,4094,20.16,0.14,19.87,20.4,23.01,0.1,22.81,23.2,25.86,0.13,25.6,26.11,0.84,0.36
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.3a,NA,2015-2019,2540,17.45,0.23,16.95,17.84,22.29,0.23,21.92,22.75,27.14,0.41,26.56,28.04,0.79,0.24
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.3a,NA,2015-2019,3109,20.63,0.17,20.29,20.96,23.92,0.15,23.61,24.18,27.21,0.21,26.79,27.53,0.9,0.49
127136,Glyptocephalus cynoglossus,M,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,2015-2019,299,21.41,2,16.67,24.89,31.68,1.19,29.77,33.84,41.94,2.77,37.65,48.99,0.66,0.08
126441,Pollachius virens,M,Stock,Pollachius_virens_pok.27.3a46,NA,2015-2019,2169,45.84,0.51,44.74,46.71,53.54,0.39,52.83,54.22,61.24,0.58,60.28,62.35,0.83,0.35
126437,Melanogrammus aeglefinus,M,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,2015-2019,10155,18.33,0.13,18.14,18.6,21.49,0.09,21.32,21.66,24.66,0.12,24.41,24.9,0.94,0.57
126437,Melanogrammus aeglefinus,F,Stock,Melanogrammus_aeglefinus_had.27.46a20,NA,2015-2019,11340,22.36,0.13,22.11,22.57,25.92,0.1,25.71,26.08,29.49,0.11,29.28,29.69,0.94,0.6
126441,Pollachius virens,F,Stock,Pollachius_virens_pok.27.3a46,NA,2015-2019,2095,47.26,0.48,46.3,48.2,54.43,0.35,53.81,55.03,61.59,0.54,60.61,62.64,0.85,0.39
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.3a,NA,2020-2024,3252,18.41,0.23,18.03,18.86,22.71,0.17,22.39,23.01,27.01,0.27,26.46,27.49,0.87,0.41
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.3a,NA,2020-2024,2389,15.79,0.28,15.36,16.31,20.75,0.23,20.38,21.16,25.71,0.37,25.07,26.42,0.79,0.24
126444,Trisopterus esmarkii,F,Stock,Trisopterus_esmarkii_nop.27.3a4,NA,2020-2024,3882,11.29,0.13,11.03,11.5,13.19,0.09,13.05,13.34,15.09,0.1,14.9,15.27,0.87,0.44
126444,Trisopterus esmarkii,M,Stock,Trisopterus_esmarkii_nop.27.3a4,NA,2020-2024,2259,9.67,0.17,9.34,9.93,11.77,0.11,11.56,11.94,13.86,0.13,13.61,14.14,0.83,0.32
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,2020-2024,4319,41.25,0.49,40.21,42.13,53.29,0.53,52.41,54.38,65.34,0.74,64.1,66.79,0.87,0.41
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.46a7d20,NA,2020-2024,4100,36.92,0.53,36.03,37.89,49.56,0.54,48.59,50.78,62.2,0.76,60.76,63.66,0.83,0.32
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,2020-2024,1068,21.58,0.32,21.01,22.12,25.35,0.4,24.62,26.02,29.12,0.64,27.84,30.16,0.93,0.57
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,2020-2024,806,26.44,0.51,25.39,27.41,31.17,0.85,29.57,32.88,35.89,1.33,33.48,38.6,0.94,0.55
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,2020-2024,1907,20.6,0.39,19.84,21.34,27.48,0.49,26.45,28.53,34.35,0.9,32.64,36.26,0.91,0.47
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,2020-2024,2264,18.57,0.38,17.74,19.21,23.89,0.24,23.48,24.41,29.2,0.49,28.25,30.07,0.91,0.48
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,2020-2024,11163,13.45,0.31,12.85,14.02,17.34,0.21,16.92,17.7,21.24,0.13,20.94,21.45,0.87,0.29
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,2020-2024,8984,16.39,0.21,16.03,16.86,20.4,0.14,20.14,20.68,24.41,0.13,24.18,24.68,0.91,0.4
127136,Glyptocephalus cynoglossus,M,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,2020-2024,607,15.14,1.24,12.4,16.91,21.94,0.71,20.43,23.04,28.73,0.76,27.2,30.58,0.73,0.16
127136,Glyptocephalus cynoglossus,F,Stock,Glyptocephalus_cynoglossus_wit.27.3a47d,NA,2020-2024,761,22.96,0.6,22.06,24.01,27.85,0.4,27.24,28.71,32.75,0.49,31.94,33.75,0.83,0.33
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.21-32,NA,2020-2024,11725,10.51,0.21,10.11,10.95,14.64,0.13,14.37,14.9,18.77,0.11,18.55,18.97,0.87,0.36
127143,Pleuronectes platessa,M,Stock,Pleuronectes_platessa_ple.27.420,NA,2020-2024,7036,14.59,0.12,14.36,14.85,17.67,0.08,17.5,17.79,20.75,0.11,20.56,20.97,0.86,0.39
127143,Pleuronectes platessa,F,Stock,Pleuronectes_platessa_ple.27.420,NA,2020-2024,11914,17.39,0.12,17.18,17.61,20.62,0.08,20.5,20.79,23.85,0.1,23.66,24.05,0.91,0.5
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.22-32,NA,2020-2024,2518,11,0.25,10.5,11.42,12.69,0.19,12.33,13.02,14.37,0.19,14,14.72,0.98,0.62
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.22-32,NA,2020-2024,1829,9.75,0.24,9.2,10.29,11.16,0.19,10.72,11.52,12.58,0.17,12.18,12.87,0.96,0.48
127139,Limanda limanda,F,Stock,Limanda_limanda_dab.27.3a4,NA,2020-2024,3440,12,0.22,11.6,12.38,14.66,0.14,14.36,14.93,17.32,0.14,17.05,17.53,0.89,0.41
127139,Limanda limanda,M,Stock,Limanda_limanda_dab.27.3a4,NA,2020-2024,1890,12.12,0.18,11.77,12.44,14.13,0.12,13.89,14.34,16.14,0.16,15.84,16.44,0.87,0.39
127141,Platichthys flesus,F,Stock,Platichthys_flesus_bzq.27.2425,NA,2020-2024,3254,9.2,1.01,7.25,10.97,12.72,0.77,11.24,14.02,16.23,0.55,15.2,17.2,0.9,0.15
127160,Solea solea,F,Stock,Solea_solea_sol.27.20-24,NA,2020-2024,196,19.15,0.71,17.84,20.51,20.81,0.53,19.73,21.75,22.47,0.45,21.5,23.33,0.96,0.59
127160,Solea solea,M,Stock,Solea_solea_sol.27.20-24,NA,2020-2024,229,13.2,1.12,11.12,15.07,16.54,0.71,15.15,17.74,19.88,0.54,18.76,21.04,0.75,0.21
126417,Clupea harengus,M,Stock,Clupea_harengus_her.27.25-2932,NA,2020-2024,4351,12.2,0.2,11.85,12.6,14.04,0.11,13.84,14.25,15.89,0.08,15.74,16.04,0.91,0.43
126417,Clupea harengus,F,Stock,Clupea_harengus_her.27.25-2932,NA,2020-2024,4676,12.55,0.13,12.3,12.81,14.1,0.08,13.94,14.23,15.65,0.08,15.5,15.78,0.93,0.48
127023,Scomber scombrus,M,Stock,Scomber_scombrus_mac.27.nea,NA,2020-2024,3803,27.39,0.13,27.16,27.62,29.14,0.09,28.96,29.31,30.88,0.1,30.68,31.08,0.96,0.69
126441,Pollachius virens,M,Stock,Pollachius_virens_pok.27.3a46,NA,2020-2024,1077,43.47,0.88,41.77,44.79,52.69,0.63,51.51,53.85,61.91,0.68,60.64,63.27,0.83,0.35
126441,Pollachius virens,F,Stock,Pollachius_virens_pok.27.3a46,NA,2020-2024,1066,45.06,0.79,43.43,46.63,52.27,0.62,50.86,53.28,59.48,0.72,57.94,60.74,0.88,0.44
127023,Scomber scombrus,F,Stock,Scomber_scombrus_mac.27.nea,NA,2020-2024,3782,26.5,0.12,26.24,26.72,28.42,0.1,28.21,28.58,30.34,0.11,30.12,30.5,0.96,0.67
126438,Merlangius merlangus,F,Stock,Merlangius_merlangus_whg.27.3a,NA,2025-2029,730,17.01,0.51,16.06,18.1,20.95,0.36,20.29,21.64,24.89,0.46,23.89,25.81,0.89,0.46
126438,Merlangius merlangus,M,Stock,Merlangius_merlangus_whg.27.3a,NA,2025-2029,612,14.66,0.61,13.56,15.84,19.54,0.39,18.81,20.36,24.42,0.62,23.19,25.49,0.81,0.29
126444,Trisopterus esmarkii,M,Stock,Trisopterus_esmarkii_nop.27.3a4,NA,2025-2029,1007,9.36,0.26,8.83,9.8,11.57,0.16,11.3,11.88,13.79,0.18,13.49,14.22,0.84,0.33
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.21,NA,2025-2029,309,22.84,0.41,22.05,23.63,25.36,0.52,24.47,26.46,27.88,0.78,26.61,29.37,0.96,0.68
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.21,NA,2025-2029,421,20.08,0.44,19.27,21.05,22.58,0.35,22.05,23.28,25.09,0.44,24.3,25.8,0.93,0.58
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.22-24,NA,2025-2029,376,17.45,0.45,16.67,18.33,20.33,0.38,19.57,21.14,23.21,0.51,22.34,24.24,0.9,0.53
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.22-24,NA,2025-2029,323,20.04,0.45,19.25,20.83,22.54,0.47,21.65,23.47,25.03,0.66,23.86,26.39,0.96,0.68
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.24-32,NA,2025-2029,3197,17.75,0.31,17.01,18.27,21.31,0.21,20.87,21.68,24.87,0.22,24.42,25.19,0.92,0.46
126436,Gadus morhua,M,Stock,Gadus_morhua_cod.27.24-32,NA,2025-2029,3583,14.6,0.33,14.11,15.26,17.51,0.2,17.21,17.98,20.42,0.18,20.12,20.75,0.89,0.37
126436,Gadus morhua,F,Stock,Gadus_morhua_cod.27.46a7d20,NA,2025-2029,1030,34.04,1,32.24,36.14,45.96,1.06,44.05,48.16,57.87,1.49,55.32,60.87,0.89,0.44
